"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50971","End-to-End flow","firefox","Mon Jul 28 18:31:31 IST 2025","broken","Mon Jul 28 18:32:22 IST 2025","","endToEnd.spec.js","",""
